Crop_Year,ANNUAL,Jul-Oct,Nov-Mar,Apr-Jun,Total_Avg,State_Name
1901,3373.2,391.825,187.9,349.5333333,281.1,Andaman and Nicobar Islands
1902,3520.7,461.5,169.05,2185.9,293.3916667,Andaman and Nicobar Islands
1903,2957.4,393.825,133.375,1874,246.45,Andaman and Nicobar Islands
1904,3079.6,426.175,87.525,1977.6,256.6333333,Andaman and Nicobar Islands
1905,2566.7,314.225,101.675,1624.9,213.8916667,Andaman and Nicobar Islands
1906,2534.4,250.075,79.7,1465.8,211.2,Andaman and Nicobar Islands
1907,3347.9,321.575,250.125,1327.1,278.9916667,Andaman and Nicobar Islands
1908,3576.4,445.2,113.575,2303.7,298.0333333,Andaman and Nicobar Islands
1910,2899.4,359.125,107.3,1701,241.6166667,Andaman and Nicobar Islands
1911,2687.2,309.6,231.525,1553.6,223.9333333,Andaman and Nicobar Islands
1912,2960.5,386.025,51.2,1775.2,246.7083333,Andaman and Nicobar Islands
1913,2365.8,338.875,50.125,1596.7,197.15,Andaman and Nicobar Islands
1914,2957.8,440.975,143.95,2007.4,246.4833333,Andaman and Nicobar Islands
1915,2741.3,371.025,144.1,1350.7,228.4416667,Andaman and Nicobar Islands
1916,2937.5,418.3,84.475,1753.6,244.7916667,Andaman and Nicobar Islands
1917,2612.4,385.525,107.375,1605.1,217.7,Andaman and Nicobar Islands
1918,3275,296.65,142.525,1670.4,272.9166667,Andaman and Nicobar Islands
1919,2352.1,215.8,182.125,1219.5,196.0083333,Andaman and Nicobar Islands
1920,2943.2,416.175,91.175,1814.1,245.2666667,Andaman and Nicobar Islands
1921,2606.4,439.75,109.825,1681,217.2,Andaman and Nicobar Islands
1922,3554.2,351.725,203.175,1751,296.1833333,Andaman and Nicobar Islands
1923,3052.2,377.875,74.175,2188,254.35,Andaman and Nicobar Islands
1924,2330.7,341.625,103.8,1296.6,194.225,Andaman and Nicobar Islands
1925,2480.5,242.85,147.4,1385.7,206.7083333,Andaman and Nicobar Islands
1926,3282.2,470.525,182.4,1808.3,273.5166667,Andaman and Nicobar Islands
1927,2442.9,254.75,114.525,1124.8,203.575,Andaman and Nicobar Islands
1928,2998.3,411.775,76.4,1612.8,249.8583333,Andaman and Nicobar Islands
1929,2926.6,341.15,114.45,1540.4,243.8833333,Andaman and Nicobar Islands
1930,3075.1,381.025,119.075,1975.4,256.2583333,Andaman and Nicobar Islands
1931,2357.7,380.75,52.7,1548.2,196.475,Andaman and Nicobar Islands
1932,553.3,0,4.05,0,46.10833333,Andaman and Nicobar Islands
1933,2987.5,417.375,126.475,1973.9,248.9583333,Andaman and Nicobar Islands
1934,3722.8,586.9,73.225,2717.9,310.2333333,Andaman and Nicobar Islands
1935,3154,385.4,100.65,1733.3,262.8333333,Andaman and Nicobar Islands
1936,3038.7,446.6,110.925,2109.8,253.225,Andaman and Nicobar Islands
1937,3591.1,378.575,234.95,1863.8,299.2583333,Andaman and Nicobar Islands
1938,3264.4,395.1,119.85,1930.6,272.0333333,Andaman and Nicobar Islands
1939,2782.5,328.7,75.125,1591.9,231.875,Andaman and Nicobar Islands
1940,3007.5,437.225,138.15,1970.2,250.625,Andaman and Nicobar Islands
1941,2898.2,378.3,148.025,1627.4,241.5166667,Andaman and Nicobar Islands
1942,46.6,0,22,0,3.883333333,Andaman and Nicobar Islands
1946,2791.6,327.9,131.725,1570.6,232.6333333,Andaman and Nicobar Islands
1947,2894.8,289.925,73.125,0,241.2333333,Andaman and Nicobar Islands
1949,3489.6,528.6,22.225,2433.2,290.8,Andaman and Nicobar Islands
1950,2422.2,358.275,87.15,1578.4,201.85,Andaman and Nicobar Islands
1951,3275.1,404.125,161.3,1747.4,272.925,Andaman and Nicobar Islands
1952,3079.9,370.675,124.5,1824.8,256.6583333,Andaman and Nicobar Islands
1953,2722,330.225,98.8,1627.1,226.8333333,Andaman and Nicobar Islands
1954,3449,531.8,73.75,2419.4,287.4166667,Andaman and Nicobar Islands
1955,3349.6,365.9,133.375,1648.3,279.1333333,Andaman and Nicobar Islands
1956,3079.9,429.975,70.475,1604.4,256.6583333,Andaman and Nicobar Islands
1957,2507.2,347.875,49.425,1833.6,208.9333333,Andaman and Nicobar Islands
1958,2807.4,361.225,99.1,1710.4,233.95,Andaman and Nicobar Islands
1959,3343.4,537.175,136.9,2271.7,278.6166667,Andaman and Nicobar Islands
1960,3025.1,355.375,116.5,1563,252.0916667,Andaman and Nicobar Islands
1961,3938.2,463.475,148.1,1857.3,328.1833333,Andaman and Nicobar Islands
1962,2959.7,391,148.325,1671.9,246.6416667,Andaman and Nicobar Islands
1963,2981.7,453.575,94.15,1953.5,248.475,Andaman and Nicobar Islands
1964,3054.8,374.875,123.25,1745.9,254.5666667,Andaman and Nicobar Islands
1965,3163.9,414,193.075,1774.3,263.6583333,Andaman and Nicobar Islands
1966,2701.2,348.775,207.975,1372.1,225.1,Andaman and Nicobar Islands
1967,3216.6,470.775,55.025,1796.4,268.05,Andaman and Nicobar Islands
1968,2762.8,384.925,110.55,1803.3,230.2333333,Andaman and Nicobar Islands
1969,2619.2,315.8,128.925,1539.1,218.2666667,Andaman and Nicobar Islands
1970,3370.9,429.4,181.35,1738.2,280.9083333,Andaman and Nicobar Islands
1971,2998.7,431.125,87.425,1613.7,249.8916667,Andaman and Nicobar Islands
1972,3323.1,409.45,158.075,1844,276.925,Andaman and Nicobar Islands
1973,2991,336.6,176.25,1587.8,249.25,Andaman and Nicobar Islands
1974,2962.1,358.325,187.85,1378.7,246.8416667,Andaman and Nicobar Islands
1975,3085.6,314.1,113.5,1589.1,257.1333333,Andaman and Nicobar Islands
1976,3276,355.9,197.425,1698.2,273,Andaman and Nicobar Islands
1977,2388.2,354.325,89.825,1492.9,199.0166667,Andaman and Nicobar Islands
1978,2712.4,389.35,43.225,1775.9,226.0333333,Andaman and Nicobar Islands
1979,1849.3,280.8,47.425,1242.5,154.1083333,Andaman and Nicobar Islands
1980,3625.3,398.5,170.825,1946.3,302.1083333,Andaman and Nicobar Islands
1981,3074.7,387.375,132.675,1908,256.225,Andaman and Nicobar Islands
1982,2384.5,322.9,80.35,1575.8,198.7083333,Andaman and Nicobar Islands
1983,2792.5,436,148.075,1892.4,232.7083333,Andaman and Nicobar Islands
1984,2820.3,300.725,158.825,1280.7,235.025,Andaman and Nicobar Islands
1985,2630.8,331.875,85.475,1557,219.2333333,Andaman and Nicobar Islands
1986,2187.9,334.375,79.525,1473.6,182.325,Andaman and Nicobar Islands
1987,2763.9,366.025,174.4,1434.5,230.325,Andaman and Nicobar Islands
1988,3323.1,431.125,180.425,1810.5,276.925,Andaman and Nicobar Islands
1989,2533.7,325.25,68.15,1424.1,211.1416667,Andaman and Nicobar Islands
1990,2183.2,237.625,102.325,1108,181.9333333,Andaman and Nicobar Islands
1991,2535.6,452.8,68.85,1689.3,211.3,Andaman and Nicobar Islands
1992,2098.6,325.375,21.6,1436.2,174.8833333,Andaman and Nicobar Islands
1993,2237.4,338.675,74.6,1312.5,186.45,Andaman and Nicobar Islands
1994,3263.1,485.7,67.1,2191.5,271.925,Andaman and Nicobar Islands
1995,3115.5,444.575,132.875,1933.9,259.625,Andaman and Nicobar Islands
1996,2996.9,380.9,110.625,1764.3,249.7416667,Andaman and Nicobar Islands
1997,2755.1,479.5,83.025,1988.8,229.5916667,Andaman and Nicobar Islands
1998,2846.4,394.95,102.05,1561.2,237.2,Andaman and Nicobar Islands
1999,2699.7,375.125,95.65,1358,224.975,Andaman and Nicobar Islands
2000,2763.1,302.1,94.55,1244.2,230.2583333,Andaman and Nicobar Islands
2001,3080.8,353.075,81.25,1515.4,256.7333333,Andaman and Nicobar Islands
2002,2620.1,334.05,122.2,1525.6,218.3416667,Andaman and Nicobar Islands
2003,2355.7,389.15,53.125,1406.1,196.3083333,Andaman and Nicobar Islands
2004,2460,298.05,42.575,1392.2,205,Andaman and Nicobar Islands
2005,2954.5,385.35,153.675,1700.4,246.2083333,Andaman and Nicobar Islands
2006,2404.7,330.875,39.25,1314.9,200.3916667,Andaman and Nicobar Islands
2007,2748.2,406.075,96.775,1793.1,229.0166667,Andaman and Nicobar Islands
2008,3374.9,392.25,105.975,1783.1,281.2416667,Andaman and Nicobar Islands
2009,2538.6,316.575,55.975,1627.1,211.55,Andaman and Nicobar Islands
2010,3157.1,437.85,216.4,1797.8,263.0916667,Andaman and Nicobar Islands
2011,3828,498.525,138.7,2165,319,Andaman and Nicobar Islands
2012,3497.6,441.375,148.125,2014,291.4666667,Andaman and Nicobar Islands
2013,3757.7,457.725,124.25,2152.1,313.1416667,Andaman and Nicobar Islands
2014,2622.5,401.175,109,1618.7,218.5416667,Andaman and Nicobar Islands
2015,2904.5,396.075,121.025,1678.6,242.0416667,Andaman and Nicobar Islands
1916,3018.2,240.9,46.475,0,251.5166667,Arunachal Pradesh
1917,3599,537.075,21.225,2772.8,299.9166667,Arunachal Pradesh
1918,5486.3,659.15,30.95,4121.3,457.1916667,Arunachal Pradesh
1919,4693.9,715.675,64.9,2888,391.1583333,Arunachal Pradesh
1920,4106.7,477.975,33.3,2649.2,342.225,Arunachal Pradesh
1921,5691.4,792.15,32.55,4155.5,474.2833333,Arunachal Pradesh
1922,4187.2,524.525,54.875,2723.9,348.9333333,Arunachal Pradesh
1923,3507.5,549.3,35.5,2555.7,292.2916667,Arunachal Pradesh
1924,4450.5,592.65,56.625,3232.3,370.875,Arunachal Pradesh
1925,4439.8,667.725,22.025,3129.3,369.9833333,Arunachal Pradesh
1926,3521.6,505.675,81.175,2386.4,293.4666667,Arunachal Pradesh
1927,5253.2,824.275,26.6,3805.3,437.7666667,Arunachal Pradesh
1928,5272.7,828.6,57.975,3849.2,439.3916667,Arunachal Pradesh
1929,4320.1,464.175,80.675,2521.8,360.0083333,Arunachal Pradesh
1930,4334.3,607.45,92.275,2789.5,361.1916667,Arunachal Pradesh
1931,4872.1,593.925,66.125,3367.7,406.0083333,Arunachal Pradesh
1932,4850.9,566.025,101.675,3177.1,404.2416667,Arunachal Pradesh
1933,3773.4,505.6,55.475,2586.5,314.45,Arunachal Pradesh
1934,4575.6,525.25,65.15,2984,381.3,Arunachal Pradesh
1935,4173.5,528.025,88.225,3237.5,347.7916667,Arunachal Pradesh
1936,4788.7,650.5,93.975,3218.6,399.0583333,Arunachal Pradesh
1937,3375.1,502,75.1,2224.6,281.2583333,Arunachal Pradesh
1938,6129.1,810.95,54.85,4534.5,510.7583333,Arunachal Pradesh
1939,3898.6,445.675,48.775,2757.6,324.8833333,Arunachal Pradesh
1940,4099.5,588.6,48.95,2710.7,341.625,Arunachal Pradesh
1941,4220.2,610.45,61.55,2870.3,351.6833333,Arunachal Pradesh
1942,3828.3,315.675,61,2436.6,319.025,Arunachal Pradesh
1943,4326.6,518.05,51.475,2629.2,360.55,Arunachal Pradesh
1944,3904.3,445.475,56.175,2383,325.3583333,Arunachal Pradesh
1945,3649.2,561.9,26.25,2480.1,304.1,Arunachal Pradesh
1946,4011.2,611.8,33.875,2679.9,334.2666667,Arunachal Pradesh
1947,4369.1,616,47.625,2816.9,364.0916667,Arunachal Pradesh
1948,6331.1,866.65,60.575,4206,527.5916667,Arunachal Pradesh
1949,4874.8,595.375,55.275,3100.5,406.2333333,Arunachal Pradesh
1950,2391.2,315.3,47.625,0,199.2666667,Arunachal Pradesh
1951,3354.3,329.675,31.75,1974.7,279.525,Arunachal Pradesh
1952,2396.1,356.95,59.225,1446.7,199.675,Arunachal Pradesh
1953,2580.4,301.9,8.45,1617.5,215.0333333,Arunachal Pradesh
1957,3776,603.6,55.9,2875.9,314.6666667,Arunachal Pradesh
1958,5063.5,874.225,60.15,3338.7,421.9583333,Arunachal Pradesh
1959,4195.5,556.675,11.725,2792.6,349.625,Arunachal Pradesh
1960,3709.4,648.975,69.5,3236.8,309.1166667,Arunachal Pradesh
1961,3676.5,450.725,46.325,2137.9,306.375,Arunachal Pradesh
1962,4752.4,660.5,12.45,3475.2,396.0333333,Arunachal Pradesh
1963,4138,629.875,45.35,3138.5,344.8333333,Arunachal Pradesh
1964,4959.3,677.375,60.55,3896.1,413.275,Arunachal Pradesh
1965,2196.8,222.875,47.85,1244.7,183.0666667,Arunachal Pradesh
1966,2209.7,280.2,26.025,1515.1,184.1416667,Arunachal Pradesh
1967,1668.5,231.65,29.275,1121.2,139.0416667,Arunachal Pradesh
1968,2138.9,237.9,12.525,1385.9,178.2416667,Arunachal Pradesh
1969,1877.8,255.825,44.475,1392.7,156.4833333,Arunachal Pradesh
1970,1973.4,262.325,32.675,1320.2,164.45,Arunachal Pradesh
1971,2184.6,287.1,57.125,1359.3,182.05,Arunachal Pradesh
1972,2281.3,281.7,82.725,1357.9,190.1083333,Arunachal Pradesh
1973,2457.6,231.15,87.65,1385.5,204.8,Arunachal Pradesh
1974,3064,419.5,34.625,2023.5,255.3333333,Arunachal Pradesh
1975,2213.4,340.2,39.225,1177.7,184.45,Arunachal Pradesh
1976,2419.6,262.5,84.55,1416.7,201.6333333,Arunachal Pradesh
1977,3774.4,405.05,84.5,1950.2,314.5333333,Arunachal Pradesh
1978,2531,243.325,69.4,1417.4,210.9166667,Arunachal Pradesh
1979,2773.7,447.35,76.15,1619.2,231.1416667,Arunachal Pradesh
1980,3215.4,402.9,59.3,1957.1,267.95,Arunachal Pradesh
1981,2790.8,311.075,47.9,1667.4,232.5666667,Arunachal Pradesh
1982,2779.4,349.725,88.125,1746.4,231.6166667,Arunachal Pradesh
1983,3335.1,405.3,49.15,1980.6,277.925,Arunachal Pradesh
1984,3278.1,404.95,57.575,1853,273.175,Arunachal Pradesh
1985,3266.4,400.725,45.9,1992.2,272.2,Arunachal Pradesh
1986,2495.6,343.3,31.7,1599.1,207.9666667,Arunachal Pradesh
1987,3433.3,515.35,58.225,2461.9,286.1083333,Arunachal Pradesh
1988,4155.4,646.6,67.95,2457,346.2833333,Arunachal Pradesh
1989,3281.7,438.55,66.175,1956.8,273.475,Arunachal Pradesh
1990,3604.1,438.225,33.15,2369.5,300.3416667,Arunachal Pradesh
1991,3434.5,471.15,66.275,2303.9,286.2083333,Arunachal Pradesh
1992,2706.8,345.3,60.375,1702.7,225.5666667,Arunachal Pradesh
1993,3348.9,465.7,35.75,2203.7,279.075,Arunachal Pradesh
1994,2287.3,224.95,30.2,1154.4,190.6083333,Arunachal Pradesh
1995,3068.8,387.7,43.875,2155.2,255.7333333,Arunachal Pradesh
1996,2520.6,342.2,26.3,1472.5,210.05,Arunachal Pradesh
1997,2274.9,273.55,44.425,1583.7,189.575,Arunachal Pradesh
1998,3616.7,513.7,9.25,2707.4,301.3916667,Arunachal Pradesh
1999,2316.7,319.225,33.45,1519,193.0583333,Arunachal Pradesh
2000,2596.9,317.875,45.8,1650,216.4083333,Arunachal Pradesh
2001,2035.9,261.1,36.4,1147.8,169.6583333,Arunachal Pradesh
2002,2389.3,311.65,42.25,1549.4,199.1083333,Arunachal Pradesh
2003,2451.7,353.75,29.575,1656.6,204.3083333,Arunachal Pradesh
2004,2545.8,340.15,59.2,1578.7,212.15,Arunachal Pradesh
2005,2335.5,303.425,35.4,1343.7,194.625,Arunachal Pradesh
2006,2259.4,237.55,50.55,1393.5,188.2833333,Arunachal Pradesh
2007,3020.6,439.375,36.9,2185.1,251.7166667,Arunachal Pradesh
2008,2244.5,300.05,28.775,1508.7,187.0416667,Arunachal Pradesh
2009,1750,233.9,15.9,1111.8,145.8333333,Arunachal Pradesh
2010,2855.6,310.35,41.1,1653.6,237.9666667,Arunachal Pradesh
2011,2193.6,286.9,31.25,1384.2,182.8,Arunachal Pradesh
2012,3440.5,481.975,26.8,2325.6,286.7083333,Arunachal Pradesh
2013,2042.9,260,37.2,1165.9,170.2416667,Arunachal Pradesh
2014,2403.1,342.525,27.15,1750.8,200.2583333,Arunachal Pradesh
2015,2767.5,341.05,27.55,1936.9,230.625,Arunachal Pradesh
1901,2498.7,337.45,34.075,1710.9,208.225,Assam
1902,2952.1,396.275,13.6,2108.9,246.0083333,Assam
1903,2544.6,345.125,31.95,1828.5,212.05,Assam
1904,2664.2,319.55,21.425,1548,222.0166667,Assam
1905,2790.7,391.05,27.625,1886,232.5583333,Assam
1906,2663.2,389.4,29.525,1780.4,221.9333333,Assam
1907,2521.3,330.425,14.975,1793.8,210.1083333,Assam
1908,2277.8,327.975,7.925,1610.8,189.8166667,Assam
1909,2377,292.25,18.05,1646,198.0833333,Assam
1910,2887.3,401.025,28.425,1986.9,240.6083333,Assam
1911,3096.1,420.225,24.025,1957.5,258.0083333,Assam
1912,2743.4,359.675,45,1739.9,228.6166667,Assam
1913,2760.5,324.725,35.35,1529.7,230.0416667,Assam
1914,2343.9,307.3,21.55,1565.4,195.325,Assam
1915,3165.2,408.575,15.6,2035.1,263.7666667,Assam
1916,2601,364.925,35.875,1582.1,216.75,Assam
1917,2520,342.35,17.125,1717.4,210,Assam
1918,3106.8,463.425,8.35,2442.5,258.9,Assam
1919,2344.1,333.85,25.475,1635.3,195.3416667,Assam
1920,2623.7,335.85,15.125,1737.6,218.6416667,Assam
1921,2999.5,361.725,10.075,1909.8,249.9583333,Assam
1922,2262,298.325,19.675,1612.3,188.5,Assam
1923,2440.4,275.425,12.6,1592.1,203.3666667,Assam
1924,2691.6,379,43.75,1862.8,224.3,Assam
1925,2550.5,305.9,15.125,1465,212.5416667,Assam
1926,2511.6,328.525,33.575,1679.7,209.3,Assam
1927,2792.9,381.275,14.85,1937.9,232.7416667,Assam
1928,2634.1,378.65,27.7,1640.5,219.5083333,Assam
1929,2953.8,301.75,24.675,1654.4,246.15,Assam
1930,2550.8,293.825,39.35,1712.4,212.5666667,Assam
1931,2800.1,350.875,22.375,1872.4,233.3416667,Assam
1932,2888.6,346.525,37.7,1906.3,240.7166667,Assam
1933,2339.1,323.5,24.375,1649.2,194.925,Assam
1934,3074.8,348.65,30.675,1916.3,256.2333333,Assam
1935,2678.5,333.05,23.75,2001,223.2083333,Assam
1936,2671.3,344.85,25.125,1655.9,222.6083333,Assam
1937,2324.6,326.775,15.45,1590.3,193.7166667,Assam
1938,2786.5,379.75,22.725,1958.2,232.2083333,Assam
1939,2401.5,322.225,16.025,1632.5,200.125,Assam
1940,2451.7,304.5,16.425,1620.3,204.3083333,Assam
1941,2709.4,320.65,14.825,1681,225.7833333,Assam
1942,2677.1,291.15,29,1743.4,223.0916667,Assam
1943,2703.8,315.375,19.025,1688.1,225.3166667,Assam
1944,2524.4,309.075,23.45,1637.2,210.3666667,Assam
1945,2665.7,370.25,5.95,1785,222.1416667,Assam
1946,2679.5,364.5,5.725,1694.2,223.2916667,Assam
1947,2643.2,355.075,17.15,1704.6,220.2666667,Assam
1948,3185.5,368.525,26.1,1896.8,265.4583333,Assam
1949,2983.3,361.725,24.125,1982.1,248.6083333,Assam
1950,2392.4,303.925,15.5,1643.1,199.3666667,Assam
1951,2613.9,354.525,16.7,1736.3,217.825,Assam
1952,2851.3,415.575,19.15,1785.2,237.6083333,Assam
1953,2560,335.475,21.65,1603.4,213.3333333,Assam
1954,2859.2,343.45,11.3,1812.6,238.2666667,Assam
1955,2761.2,353.85,32.775,1812.6,230.1,Assam
1956,2802.9,285.9,38.575,1706.7,233.575,Assam
1957,2257,270.6,21.475,1428.6,188.0833333,Assam
1958,2626.5,349.775,24.925,1579.8,218.875,Assam
1959,2535.7,302.15,4.925,1424.6,211.3083333,Assam
1960,2342.2,360.8,16.1,1837,195.1833333,Assam
1961,2195.4,263.625,23.55,1261.7,182.95,Assam
1962,2296,276.05,7.025,1587.3,191.3333333,Assam
1963,2511.7,336.275,17.2,1797.1,209.3083333,Assam
1964,2729.7,368.025,24.95,1824.8,227.475,Assam
1965,2398.9,302.025,29.225,1626.7,199.9083333,Assam
1966,2789.3,349.475,22.975,2053.9,232.4416667,Assam
1967,2123.3,288.7,15.35,1452.9,176.9416667,Assam
1968,2530.8,296.4,13.85,1666.8,210.9,Assam
1969,2332.3,293.525,28.025,1660.3,194.3583333,Assam
1970,3048.5,375.4,18.3,1913.5,254.0416667,Assam
1971,2315.1,328.45,37.425,1551.3,192.925,Assam
1972,2379.1,259.55,25.2,1515.3,198.2583333,Assam
1973,2672.1,309.225,36.425,1742.6,222.675,Assam
1974,3403.6,500.075,15.425,2356.3,283.6333333,Assam
1975,2270.6,327.25,16.45,1473.9,189.2166667,Assam
1976,1956,241.35,13.175,1407.8,163,Assam
1977,2616.7,318.95,20.675,1505.2,218.0583333,Assam
1978,2011.8,259.15,17.125,1478.2,167.65,Assam
1979,2188.4,362.85,27.25,1542.6,182.3666667,Assam
1980,2289.2,322.3,15.475,1537.1,190.7666667,Assam
1981,2079.3,301.55,19.5,1431.8,173.275,Assam
1982,2382.3,316.375,25.125,1720.6,198.525,Assam
1983,2620.2,409.725,15.15,1844.2,218.35,Assam
1984,3156.9,493.375,17.225,2292.5,263.075,Assam
1985,2801.7,368.375,15.9,1895.1,233.475,Assam
1986,2592.7,405.75,25.875,1726.6,216.0583333,Assam
1987,2921.6,450.675,25.725,2170.6,243.4666667,Assam
1988,3261.7,478.875,35.575,2151,271.8083333,Assam
1989,2682.3,408.7,22.2,1929.5,223.525,Assam
1990,2771.2,361.15,14.025,1750.2,230.9333333,Assam
1991,2838,373.05,27.875,1783.8,236.5,Assam
1992,2259.7,313.15,49.15,1578.5,188.3083333,Assam
1993,2879.2,370.175,19.825,1969.9,239.9333333,Assam
1994,2121.3,235.7,19.925,1273.4,176.775,Assam
1995,2886,396.6,34.275,2169,240.5,Assam
1996,2466.8,353.25,15.65,1543.5,205.5666667,Assam
1997,2372.2,307.475,22.825,1763.4,197.6833333,Assam
1998,2803.1,389.05,13.05,1947.4,233.5916667,Assam
1999,2594.1,372.425,12.65,1710.2,216.175,Assam
2000,2486.8,302.575,16.95,1666.6,207.2333333,Assam
2001,2178.6,303.725,12.175,1413.2,181.55,Assam
2002,2392.6,284.2,32.075,1589.8,199.3833333,Assam
2003,2434.2,313.425,16.6,1573.3,202.85,Assam
2004,2994.2,448.15,16.6,1849.7,249.5166667,Assam
2005,2468.2,342.475,12.95,1525.2,205.6833333,Assam
2006,1898.7,227.475,27.75,1208.1,158.225,Assam
2007,2752.7,412.525,23.975,1975.1,229.3916667,Assam
2008,2339.6,350.675,5.825,1683.9,194.9666667,Assam
2009,2068.2,322.075,4.15,1473.5,172.35,Assam
2010,2711.4,309.15,10.425,1690.2,225.95,Assam
2011,1743.5,237.55,9.375,1236,145.2916667,Assam
2012,2609.4,336.125,7.525,1874.8,217.45,Assam
2013,1816.5,253.275,8.325,1172.9,151.375,Assam
2014,2206.2,328.55,8.075,1705.5,183.85,Assam
2015,2471,308.375,14.75,1729.3,205.9166667,Assam
1901,2168.3,317.05,18.175,1544.8,180.6916667,Nagaland
1902,2174.9,281.575,15.15,1504,181.2416667,Nagaland
1903,2230.9,325.825,31.5,1595.4,185.9083333,Nagaland
1904,2519.6,337.95,34.85,1678.2,209.9666667,Nagaland
1905,2527.5,361.625,28.4,1539.8,210.625,Nagaland
1906,2514.5,374.075,29.4,1770.9,209.5416667,Nagaland
1907,2121.8,285.75,24.675,1442.4,176.8166667,Nagaland
1908,2319.2,353.45,29.3,1581.3,193.2666667,Nagaland
1909,2308.8,325.6,44.325,1549.9,192.4,Nagaland
1910,2268.1,344.25,17.875,1625.8,189.0083333,Nagaland
1911,2479.8,345.8,13.85,1602,206.65,Nagaland
1912,2308.9,307.325,27.175,1394.9,192.4083333,Nagaland
1913,2613.1,340.225,52.9,1717.1,217.7583333,Nagaland
1914,2529.1,326.725,42.15,1543.5,210.7583333,Nagaland
1915,2819.9,382.5,17.2,1764.1,234.9916667,Nagaland
1916,2554.9,429.175,36.3,1663.1,212.9083333,Nagaland
1917,2222.2,320.675,18.325,1491.4,185.1833333,Nagaland
1918,3013.2,411.85,23.1,2145.5,251.1,Nagaland
1919,2048.1,315.625,38.1,1509.7,170.675,Nagaland
1920,2375.7,339.1,20.2,1582.7,197.975,Nagaland
1921,2638.2,371.9,5.025,1644.7,219.85,Nagaland
1922,2462.7,379.475,27.225,1916.2,205.225,Nagaland
1923,2685.5,371.55,37.825,1781.5,223.7916667,Nagaland
1924,2701.7,370.075,73.3,1779.7,225.1416667,Nagaland
1925,2447.4,338.125,32.775,1544.3,203.95,Nagaland
1926,2463.2,340.55,57.1,1567.7,205.2666667,Nagaland
1927,2887.3,416.825,20.55,1852.7,240.6083333,Nagaland
1928,2472.4,382.825,16.125,1722,206.0333333,Nagaland
1929,2859.4,298.225,28.475,1930.4,238.2833333,Nagaland
1930,2487.4,295.325,71.85,1587,207.2833333,Nagaland
1931,2461.2,348.6,42,1573.3,205.1,Nagaland
1932,2761.8,337.55,43.1,1870.5,230.15,Nagaland
1933,2451.8,363.2,41.2,1802.8,204.3166667,Nagaland
1934,3040.8,387.75,64.75,1890.6,253.4,Nagaland
1935,2543.3,380.95,31.925,1946.1,211.9416667,Nagaland
1936,2917.2,387.325,23.925,1765,243.1,Nagaland
1937,2741.7,400.75,37.075,1924.7,228.475,Nagaland
1938,2971.7,397.65,43.4,1841.2,247.6416667,Nagaland
1939,2608.4,388.075,26.725,1803.1,217.3666667,Nagaland
1940,2526.9,327.2,33.05,1673.4,210.575,Nagaland
1941,2966.1,323.4,18.45,1839.7,247.175,Nagaland
1942,2680.8,337.825,60.475,1814.6,223.4,Nagaland
1943,2428,336.65,28.6,1758.8,202.3333333,Nagaland
1944,2877.2,392.475,33.675,2130,239.7666667,Nagaland
1945,3051.8,417,21.425,2057.7,254.3166667,Nagaland
1946,3036.1,415.525,16.375,1868.2,253.0083333,Nagaland
1947,3210.5,463.3,25.5,2271.1,267.5416667,Nagaland
1948,2822,384.2,23.95,1807.2,235.1666667,Nagaland
1949,2976.3,382.35,19.55,1914.9,248.025,Nagaland
1950,2422.9,369.4,23.925,1647.5,201.9083333,Nagaland
1951,2609.4,344.6,22.95,1562.7,217.45,Nagaland
1952,2810.9,405.925,25.3,1742.7,234.2416667,Nagaland
1953,2661.7,347.825,24.725,1825.9,221.8083333,Nagaland
1954,2905,426.4,5.775,2031.2,242.0833333,Nagaland
1955,2865.3,377.8,61.225,1789,238.775,Nagaland
1956,3022.7,361,57.05,2015.7,251.8916667,Nagaland
1957,2303.9,339.375,23.975,1618.3,191.9916667,Nagaland
1958,1968.5,275.275,30.65,1119,164.0416667,Nagaland
1959,2327.6,336.375,2.525,1371.2,193.9666667,Nagaland
1960,1800,270.75,24.65,1323.5,150,Nagaland
1961,1901.2,253.55,15.75,1250.5,158.4333333,Nagaland
1962,1822.5,232.075,1.15,1352.4,151.875,Nagaland
1963,2970,440.325,12.2,2075.9,247.5,Nagaland
1964,2328.8,306.1,29.3,1297.4,194.0666667,Nagaland
1965,2031,280.675,19.325,1479.1,169.25,Nagaland
1966,2478.7,343.2,47.775,1832.6,206.5583333,Nagaland
1967,2230,312.025,12.55,1374.9,185.8333333,Nagaland
1968,2110,292.525,12.8,1497.4,175.8333333,Nagaland
1969,3610.1,642.475,93.825,3050.2,300.8416667,Nagaland
1970,4316.3,681.3,53.425,2841.3,359.6916667,Nagaland
1971,3080.9,442.4,37.475,2141.5,256.7416667,Nagaland
1972,1353.9,177.025,18.825,898.7,112.825,Nagaland
1973,2106.1,244.075,54.375,1183.8,175.5083333,Nagaland
1974,2329.6,330,26.925,1590.3,194.1333333,Nagaland
1975,2209.8,315.875,50.25,1407.1,184.15,Nagaland
1976,2651.3,278.175,20.85,1909,220.9416667,Nagaland
1977,2358.6,271.875,14.875,1389.9,196.55,Nagaland
1978,2150.6,244.775,7.8,1405.5,179.2166667,Nagaland
1979,1749.2,252.625,32.45,1314.4,145.7666667,Nagaland
1980,2304.9,293.1,13.425,1377.3,192.075,Nagaland
1981,2072.3,256.025,19,1214.2,172.6916667,Nagaland
