Crop_Year,ANNUAL,Jul-Oct,Nov-Mar,Apr-Jun,Total_Avg,State_Name
1959,1599.9,318.775,1.775,1190.9,133.325,Jharkhand
1960,1248.8,265.55,23.45,1133,104.0666667,Jharkhand
1961,1560.6,281.75,7.35,1270.2,130.05,Jharkhand
1962,1047.7,196.575,4.875,897.9,87.30833333,Jharkhand
1963,1314.9,255.125,6.45,963.4,109.575,Jharkhand
1964,1150.4,213.575,3.35,983.2,95.86666667,Jharkhand
1965,1012.4,203.975,7.425,889.7,84.36666667,Jharkhand
1966,879.7,140.3,8.4,758.7,73.30833333,Jharkhand
1967,1225.3,255.65,14.3,1074.6,102.1083333,Jharkhand
1968,1293.2,235.1,3.6,1141.8,107.7666667,Jharkhand
1969,1158.1,217.725,15.475,976,96.50833333,Jharkhand
1970,1291.4,250.125,17.3,1116,107.6166667,Jharkhand
1971,1898.7,342.675,15.475,1539,158.225,Jharkhand
1972,996.2,207.675,11.95,852.1,83.01666667,Jharkhand
1973,1441.2,282.35,4.35,1068.5,120.1,Jharkhand
1974,1127,244.55,7.975,966.6,93.91666667,Jharkhand
1975,1361.5,285.9,5.8,1162.1,113.4583333,Jharkhand
1976,1191.7,241.075,8.5,1062,99.30833333,Jharkhand
1977,1521.5,252.45,27.625,1240.7,126.7916667,Jharkhand
1978,1556.3,271.175,20.025,1254,129.6916667,Jharkhand
1979,882.8,157.8,14.55,724.3,73.56666667,Jharkhand
1980,1340.4,234.45,19.125,1137.8,111.7,Jharkhand
1981,1167.2,194.325,12.125,914.5,97.26666667,Jharkhand
1982,1085.3,177.575,13.725,841.5,90.44166667,Jharkhand
1983,1261.8,235.025,18.625,961.2,105.15,Jharkhand
1984,1529.8,235.925,7.1,1373.2,127.4833333,Jharkhand
1985,1240.3,255.225,7.375,998.3,103.3583333,Jharkhand
1986,1335.5,220.45,21.25,1006.6,111.2916667,Jharkhand
1987,1332.7,275.175,19.25,1174.1,111.0583333,Jharkhand
1988,1153.6,179.025,1.6,981.1,96.13333333,Jharkhand
1989,1148.9,200.775,19.275,1009.5,95.74166667,Jharkhand
1990,1404.5,253.9,10.45,1084.8,117.0416667,Jharkhand
1991,1251,235.075,11.125,1082.2,104.25,Jharkhand
1992,933.2,182.975,1.4,839.2,77.76666667,Jharkhand
1993,1204,220.575,14.425,1035.9,100.3333333,Jharkhand
1994,1579.4,273.5,6.55,1366.3,131.6166667,Jharkhand
1995,1366.6,261.8,36.575,1143.9,113.8833333,Jharkhand
1996,1191.6,203.975,3.325,1094.8,99.3,Jharkhand
1997,1461.3,271.5,43.125,1262.1,121.775,Jharkhand
1998,1353.7,246.625,6.925,964.1,112.8083333,Jharkhand
1999,1586.9,311.375,7.075,1345.1,132.2416667,Jharkhand
2000,1191.5,221.8,1.625,1053.4,99.29166667,Jharkhand
2001,1254.5,205.575,3.65,1031.5,104.5416667,Jharkhand
2002,1034.9,193.15,8.975,902.5,86.24166667,Jharkhand
2003,1244.9,243.025,5.45,869,103.7416667,Jharkhand
2004,1136.8,216.825,10.325,923.5,94.73333333,Jharkhand
2005,960.5,176.375,1.975,779.5,80.04166667,Jharkhand
2006,1459.3,276.9,14.375,1281.4,121.6083333,Jharkhand
2007,1437.3,287.075,7.65,1234.1,119.775,Jharkhand
2008,1325.4,218.825,0.9,1207.7,110.45,Jharkhand
2009,996.3,211.4,1.75,826.1,83.025,Jharkhand
2010,697.1,135.225,7.625,578.4,58.09166667,Jharkhand
2011,1374.6,233.225,11.25,1258.7,114.55,Jharkhand
2012,1064.9,206.25,18.8,908.3,88.74166667,Jharkhand
2013,1253.5,236.025,14.35,844.5,104.4583333,Jharkhand
2014,1156.6,208.825,4,930.1,96.38333333,Jharkhand
2015,1081.8,194.55,18.575,938.8,90.15,Jharkhand
1901,952.4,182.175,3.175,786.7,79.36666667,Bihar
1902,1206.2,243.425,2.775,1063.4,100.5166667,Bihar
1903,1016.4,194.625,2.025,824.4,84.7,Bihar
1904,1269.7,232.05,15.125,1021.8,105.8083333,Bihar
1905,1498.6,317.475,17.975,1308.8,124.8833333,Bihar
1906,1265.1,236.975,14.225,1106.2,105.425,Bihar
1907,1126.4,184.075,13.85,963.8,93.86666667,Bihar
1908,737.5,136.225,3.4,613.6,61.45833333,Bihar
1909,1390.6,206.775,3.2,1229.9,115.8833333,Bihar
1910,1398.4,256.55,7.8,1232,116.5333333,Bihar
1911,1449,256.6,7.95,1216,120.75,Bihar
1912,1129.4,196,27.65,916.9,94.11666667,Bihar
1913,1529.9,238.275,14.05,1272,127.4916667,Bihar
1914,1059.9,209.5,16.475,912.3,88.325,Bihar
1915,1349.5,249.175,13.525,1070.4,112.4583333,Bihar
1916,1504.6,291.525,5.7,1306.3,125.3833333,Bihar
1917,1334,241.65,0.225,1077.9,111.1666667,Bihar
1918,1411.6,255.625,12,1265.5,117.6333333,Bihar
1919,1252.6,237.825,4.975,1087.9,104.3833333,Bihar
1920,1123.8,233.325,6.85,1036.6,93.65,Bihar
1921,1272.4,264.65,4.2,1153.9,106.0333333,Bihar
1922,1449.2,261.95,10.9,1377.9,120.7666667,Bihar
1923,982.7,180.1,4.075,817.8,81.89166667,Bihar
1924,1456.2,295.775,17.85,1300.6,121.35,Bihar
1925,1191.5,235.35,6.975,1054.2,99.29166667,Bihar
1926,1121.7,239.175,17.775,987.2,93.475,Bihar
1927,1100.3,199.275,25.375,891.5,91.69166667,Bihar
1928,1249.6,224.425,15.3,941.5,104.1333333,Bihar
1929,1359.2,252.8,15.9,970.1,113.2666667,Bihar
1930,1114.3,216.825,17.025,981.5,92.85833333,Bihar
1931,1146.4,246.1,5.025,984.2,95.53333333,Bihar
1932,927,159.3,32.25,756.8,77.25,Bihar
1933,1392.6,250.125,11.1,1119.8,116.05,Bihar
1934,1226.3,242.575,13.3,1080.6,102.1916667,Bihar
1935,1240.3,262.1,3.7,1173.7,103.3583333,Bihar
1936,1572.5,315.425,19.25,1361.9,131.0416667,Bihar
1937,1306.4,258.4,7.7,952.6,108.8666667,Bihar
1938,1506.7,243.925,12.025,1331,125.5583333,Bihar
1939,1243.2,227.75,11.175,1084.5,103.6,Bihar
1940,1088.2,202.25,9.125,918.7,90.68333333,Bihar
1941,1223,238.2,19.75,1082.7,101.9166667,Bihar
1942,1252.6,234.525,13.125,1105.7,104.3833333,Bihar
1943,1169.8,217.625,14.975,1003.3,97.48333333,Bihar
1944,1228.9,211.525,18.925,1021.5,102.4083333,Bihar
1945,1242.8,238.2,6.125,918.6,103.5666667,Bihar
1946,1393.8,260.75,6.525,1062.9,116.15,Bihar
1947,1092.2,228.95,4.75,943.7,91.01666667,Bihar
1948,1299.3,267.175,23.875,1102.2,108.275,Bihar
1949,1444.4,262.375,5.675,1146.3,120.3666667,Bihar
1950,1124.6,171.675,2.75,1030.1,93.71666667,Bihar
1951,850.2,163.825,4.05,771.1,70.85,Bihar
1952,1206.9,204.375,9.425,1074.5,100.575,Bihar
1953,1378.8,263.925,5.65,1262,114.9,Bihar
1954,1050.6,204.825,7.05,970.7,87.55,Bihar
1955,1244.3,250.575,6.1,1139,103.6916667,Bihar
1956,1493.3,253.875,30.525,1166.2,124.4416667,Bihar
1957,966.8,189.275,5.35,861.2,80.56666667,Bihar
1958,1167.5,244.9,21,1018.8,97.29166667,Bihar
1959,1179.7,225.225,0.4,799.3,98.30833333,Bihar
1960,1247.8,257.225,12.375,1108.7,103.9833333,Bihar
1961,1258,230.65,7.925,926.3,104.8333333,Bihar
1962,1178,232.125,2.075,1012.4,98.16666667,Bihar
1963,1326.2,260.825,5.675,1058.6,110.5166667,Bihar
1964,1122.3,224.15,1.075,965.1,93.525,Bihar
1965,1002.8,216.925,8.075,944.3,83.56666667,Bihar
1966,767,141.3,4.75,661.5,63.91666667,Bihar
1967,999.8,206.1,8.1,894.8,83.31666667,Bihar
1968,1140,203.8,4.85,963.7,95,Bihar
1969,1288.5,240.55,14.85,1140.1,107.375,Bihar
1970,1074.6,195.95,8.075,944,89.55,Bihar
1971,1432.5,235.675,13.2,1082.2,119.375,Bihar
1972,717.9,144.1,14.425,584.7,59.825,Bihar
1973,1189.1,218.4,3.225,916.3,99.09166667,Bihar
1974,1235.2,256.575,4.3,1127.7,102.9333333,Bihar
1975,1069.1,213.825,3.675,946.7,89.09166667,Bihar
1976,1161.7,227.2,2.35,1033.4,96.80833333,Bihar
1977,1147.7,227.4,16.65,865,95.64166667,Bihar
1978,1290.8,239.4,12.825,1005.2,107.5666667,Bihar
1979,1001.8,200.775,10.65,805.2,83.48333333,Bihar
1980,1252,246.3,9.55,1115.9,104.3333333,Bihar
1981,1364.6,265.3,5.125,1168.1,113.7166667,Bihar
1982,933.6,151.075,9.325,784.6,77.8,Bihar
1983,1104.3,210.025,19.15,871.3,92.025,Bihar
1984,1426.2,231.925,3.45,1265.8,118.85,Bihar
1985,1455,299.125,5.825,1171.7,121.25,Bihar
1986,1322.1,251.125,6.95,1048.6,110.175,Bihar
1987,1660.5,356.075,5.375,1515.1,138.375,Bihar
1988,1337.5,252.7,8.225,1151.6,111.4583333,Bihar
1989,1269.9,244.25,11.375,1101.7,105.825,Bihar
1990,1239.2,235.2,5.25,1047.8,103.2666667,Bihar
1991,1045.8,195.4,6.225,950.5,87.15,Bihar
1992,797.5,160.575,3.8,673.8,66.45833333,Bihar
1993,1208.4,230.175,19.2,1041.2,100.7,Bihar
1994,969.3,183.675,6,832.8,80.775,Bihar
1995,1112,213.425,28.975,1005.1,92.66666667,Bihar
1996,1107.3,204.525,2.9,972,92.275,Bihar
1997,1303.7,241.275,15.3,1148.3,108.6416667,Bihar
1998,1332.6,278.375,3.7,1127,111.05,Bihar
1999,1402.7,260.5,5.025,1192.9,116.8916667,Bihar
2000,1207,197.525,0.4,1047.7,100.5833333,Bihar
2001,1247.1,226.675,6.3,949.8,103.925,Bihar
2002,1105.8,215.1,13.75,943.2,92.15,Bihar
2003,1353.8,248.325,7,1082.3,112.8166667,Bihar
2004,1147.6,191.5,7.825,956.4,95.63333333,Bihar
2005,907.8,187.125,0.075,796.7,75.65,Bihar
2006,1052.8,188.475,9.725,936.3,87.73333333,Bihar
2007,1600.1,309.65,11.65,1369.4,133.3416667,Bihar
2008,1197.6,203.45,0.2,1083.5,99.8,Bihar
2009,889.5,178.175,1.775,707.7,74.125,Bihar
2010,629.2,122.225,4.75,536.2,52.43333333,Bihar
2011,1097.3,190.975,5.925,964.8,91.44166667,Bihar
2012,1032.4,215.625,8.525,924.4,86.03333333,Bihar
2013,1069.8,184,12.725,722.2,89.15,Bihar
2014,1061,195.275,3.95,848.6,88.41666667,Bihar
2015,872.7,157.65,23.475,742.3,72.725,Bihar
1901,873.2,183.1,2.65,749.3,72.76666667,Uttar Pradesh
1902,905.2,209.325,2.45,856.6,75.43333333,Uttar Pradesh
1903,1216.4,279.725,2.2,865.8,101.3666667,Uttar Pradesh
1904,1071.3,208.45,20.925,931.1,89.275,Uttar Pradesh
1905,891.5,197.85,16.375,805.4,74.29166667,Uttar Pradesh
1906,997.5,193.175,19.275,908.2,83.125,Uttar Pradesh
1907,666.4,122.525,8.75,538.6,55.53333333,Uttar Pradesh
1908,744.7,158.125,3.525,683.9,62.05833333,Uttar Pradesh
1909,1106.6,187.55,6.275,990.2,92.21666667,Uttar Pradesh
1910,1116.3,222.25,17.1,949.8,93.025,Uttar Pradesh
1911,1113.9,219.85,15.125,901.8,92.825,Uttar Pradesh
1912,879.5,183.475,17.1,793.8,73.29166667,Uttar Pradesh
1913,861.6,133.3,7.975,692.6,71.8,Uttar Pradesh
1914,988.8,212.125,14.575,883.1,82.4,Uttar Pradesh
1915,1409.8,297.15,5.975,1197.9,117.4833333,Uttar Pradesh
1916,1201.8,229.725,11.3,1106.9,100.15,Uttar Pradesh
1917,1216.5,236.075,1.325,1060.3,101.375,Uttar Pradesh
1918,650.7,119.025,14.45,618.1,54.225,Uttar Pradesh
1919,1023.5,218.2,4.25,882.5,85.29166667,Uttar Pradesh
1920,860.2,182.775,10.475,814.2,71.68333333,Uttar Pradesh
1921,1114.8,223.4,8.575,1049.3,92.9,Uttar Pradesh
1922,1364,294.275,13.85,1304.1,113.6666667,Uttar Pradesh
1923,1076,243,9,920.7,89.66666667,Uttar Pradesh
1924,1120,259.075,6.15,1049.2,93.33333333,Uttar Pradesh
1925,1114.2,229.825,6.175,1054.1,92.85,Uttar Pradesh
1926,989.4,219.325,7.425,869.3,82.45,Uttar Pradesh
1927,1031.1,203,46.5,806.4,85.925,Uttar Pradesh
1928,804.8,134.175,14.8,586.5,67.06666667,Uttar Pradesh
1929,1014.9,185.775,17.775,853.5,84.575,Uttar Pradesh
1930,1069.4,238.85,11.2,971.1,89.11666667,Uttar Pradesh
1931,1047.1,242.875,1.45,905.9,87.25833333,Uttar Pradesh
1932,738.5,150,16.425,672.6,61.54166667,Uttar Pradesh
1933,977.6,182.4,8.825,757.1,81.46666667,Uttar Pradesh
1934,1068.3,215.975,10.825,1003.1,89.025,Uttar Pradesh
1935,919.8,195.6,13,856.2,76.65,Uttar Pradesh
1936,1545.4,308.475,20,1425.1,128.7833333,Uttar Pradesh
1937,1035.3,212.525,9.85,874.6,86.275,Uttar Pradesh
1938,1374.1,253.25,8.825,1265.6,114.5083333,Uttar Pradesh
1939,945,188.825,7.3,881.5,78.75,Uttar Pradesh
1940,867,174.7,12.6,759.1,72.25,Uttar Pradesh
1941,798.1,153.825,28.05,749.7,66.50833333,Uttar Pradesh
1942,1028.7,198.35,9.45,892.8,85.725,Uttar Pradesh
1943,1101,239.4,15.2,1017.5,91.75,Uttar Pradesh
1944,1061.4,202.275,12.875,867.5,88.45,Uttar Pradesh
1945,980.5,206.9,7.85,789,81.70833333,Uttar Pradesh
1946,1038.9,212.525,9.275,845.8,86.575,Uttar Pradesh
1947,1006.3,216.4,9.95,925.9,83.85833333,Uttar Pradesh
1948,1323.1,288.6,15.05,1187.8,110.2583333,Uttar Pradesh
1949,1131.1,249.825,9.2,965.2,94.25833333,Uttar Pradesh
1950,951.4,178.05,15.875,856,79.28333333,Uttar Pradesh
1951,752.6,141.9,4.425,669.3,62.71666667,Uttar Pradesh
1952,936,156.8,10.325,867.5,78,Uttar Pradesh
1953,1266.8,267.1,17.575,1203.3,105.5666667,Uttar Pradesh
1954,969.7,207.6,11.05,862,80.80833333,Uttar Pradesh
1955,1424.3,292.625,6.825,1273.6,118.6916667,Uttar Pradesh
1956,1254.1,240.225,23.05,959,104.5083333,Uttar Pradesh
1957,955.7,207.3,5.825,880.5,79.64166667,Uttar Pradesh
1958,1016.9,233.025,15.075,872.8,84.74166667,Uttar Pradesh
1959,869.2,180.125,2.925,639,72.43333333,Uttar Pradesh
1960,1170,259.85,12.725,977.8,97.5,Uttar Pradesh
1961,1214.1,262.6,14.525,939.6,101.175,Uttar Pradesh
1962,1072,230.525,5.65,1001.4,89.33333333,Uttar Pradesh
1963,996.5,207.925,4.475,906.7,83.04166667,Uttar Pradesh
1964,1036.8,222.275,3.025,953.6,86.4,Uttar Pradesh
1965,685.5,156.925,6,601.1,57.125,Uttar Pradesh
1966,707.7,115.425,7.9,632.5,58.975,Uttar Pradesh
1967,1029.3,216.65,16.5,945,85.775,Uttar Pradesh
1968,839.9,174.85,1.925,761.8,69.99166667,Uttar Pradesh
1969,1024.7,224.9,21.475,952,85.39166667,Uttar Pradesh
1970,1132.3,210.175,6.85,967.5,94.35833333,Uttar Pradesh
1971,1311.1,244.9,8.4,1106.3,109.2583333,Uttar Pradesh
1972,666.8,146.625,11.3,588.9,55.56666667,Uttar Pradesh
1973,955.6,196.775,0.975,797,79.63333333,Uttar Pradesh
1974,882.1,199.45,9.075,813,73.50833333,Uttar Pradesh
1975,1225.5,236.9,2.4,1142.2,102.125,Uttar Pradesh
1976,923.6,205.725,3.6,879.5,76.96666667,Uttar Pradesh
1977,914.1,196.4,17.725,777.1,76.175,Uttar Pradesh
1978,1116.5,205.275,15.925,995.9,93.04166667,Uttar Pradesh
1979,696.5,122.2,12.6,555.5,58.04166667,Uttar Pradesh
1980,1488.6,323.1,8.55,1426,124.05,Uttar Pradesh
1981,1110.3,236.8,14.65,1025.7,92.525,Uttar Pradesh
1982,1110.6,206.025,11.775,933.8,92.55,Uttar Pradesh
1983,1205,247.025,16.775,981.9,100.4166667,Uttar Pradesh
1984,1076.6,179,6.375,984.4,89.71666667,Uttar Pradesh
1985,1175.9,264.775,14.2,970.5,97.99166667,Uttar Pradesh
1986,935.6,174.775,15.25,784.4,77.96666667,Uttar Pradesh
1987,824.6,187.925,4.225,693.7,68.71666667,Uttar Pradesh
1988,1085.1,224.35,9.325,949.7,90.425,Uttar Pradesh
1989,969.9,195.175,14.5,911.3,80.825,Uttar Pradesh
1990,1106.2,216.725,6.725,990.6,92.18333333,Uttar Pradesh
1991,875.3,180.175,9.675,818.7,72.94166667,Uttar Pradesh
1992,863.4,192.875,3.525,719,71.95,Uttar Pradesh
1993,833.8,149.425,11.925,752.4,69.48333333,Uttar Pradesh
1994,910.3,179.6,10.65,835.8,75.85833333,Uttar Pradesh
1995,860.2,163.25,30.075,784.5,71.68333333,Uttar Pradesh
1996,1010.4,191.45,1.6,831,84.2,Uttar Pradesh
1997,493.5,93.25,8.25,434.3,41.125,Uttar Pradesh
1998,661,135.9,4.625,584.4,55.08333333,Uttar Pradesh
1999,952.7,199.45,2.725,839.4,79.39166667,Uttar Pradesh
2000,946.9,167.4,5.2,867.4,78.90833333,Uttar Pradesh
2001,973.8,176.825,10.975,860.9,81.15,Uttar Pradesh
2002,689.2,140.275,13.7,591.1,57.43333333,Uttar Pradesh
2003,1096.3,224.5,8.475,1015.3,91.35833333,Uttar Pradesh
2004,746.9,131.65,7.05,654.6,62.24166667,Uttar Pradesh
2005,770.1,165.625,0.725,694.8,64.175,Uttar Pradesh
2006,632.1,119.1,12.35,574.8,52.675,Uttar Pradesh
2007,741.3,142.925,1.65,621.6,61.775,Uttar Pradesh
2008,953.3,176.05,0.425,917.6,79.44166667,Uttar Pradesh
2009,610,136.725,5.025,496,50.83333333,Uttar Pradesh
2010,692.1,159.175,2.075,645.2,57.675,Uttar Pradesh
2011,781.2,144.25,5.375,740.2,65.1,Uttar Pradesh
2012,602.7,138.825,16.675,573.1,50.225,Uttar Pradesh
2013,1041.2,162.925,18.7,864,86.76666667,Uttar Pradesh
2014,701.2,136,10.625,517.1,58.43333333,Uttar Pradesh
2015,603.3,97.125,#REF!,472,50.275,Uttar Pradesh
1901,1562.4,294.2,10.475,1194.1,130.2,Uttarakhand
1902,1324.1,255.975,19.5,1105.1,110.3416667,Uttarakhand
1903,1306.7,250.275,14.125,1026.5,108.8916667,Uttarakhand
1904,1492.1,261.8,65.675,1221,124.3416667,Uttarakhand
1905,1302.2,194.725,51.9,890.4,108.5166667,Uttarakhand
1906,1538,262.15,48.8,1232.6,128.1666667,Uttarakhand
1907,1194.3,173.675,31.025,769.1,99.525,Uttarakhand
1908,1256.1,223.4,32.025,1036.1,104.675,Uttarakhand
1909,1717.8,283.1,35.9,1430.8,143.15,Uttarakhand
1910,1963.9,387.725,57.85,1517.3,163.6583333,Uttarakhand
1911,1542.9,204.325,46.45,1001.7,128.575,Uttarakhand
1912,1394.3,254.55,35.6,1119.2,116.1916667,Uttarakhand
1913,1137.6,128.025,40.25,789.1,94.8,Uttarakhand
1914,1940.9,351.95,45.375,1522,161.7416667,Uttarakhand
1915,1601.2,275.325,13.025,1218.2,133.4333333,Uttarakhand
1916,1678.7,298.475,15.75,1483.9,139.8916667,Uttarakhand
1917,2103,363.85,10.125,1637.6,175.25,Uttarakhand
1918,1215.4,182,58.05,961.5,101.2833333,Uttarakhand
1919,1583.3,231.3,24.4,1189.4,131.9416667,Uttarakhand
1920,1328.5,217.35,27.3,1078.1,110.7083333,Uttarakhand
1921,1848.8,334.35,31.425,1645.7,154.0666667,Uttarakhand
1922,1860.1,379.25,69.875,1638.3,155.0083333,Uttarakhand
1923,1582.9,289.925,39.425,1175.1,131.9083333,Uttarakhand
1924,1927.1,410.95,28.85,1555.1,160.5916667,Uttarakhand
1925,1535,256.25,21.725,1314,127.9166667,Uttarakhand
1926,1381.3,254.875,39.875,1044.1,115.1083333,Uttarakhand
1927,1649.8,276.6,73.2,1195.9,137.4833333,Uttarakhand
1928,1241.8,188.85,33.1,863.6,103.4833333,Uttarakhand
1929,1212.1,198.15,68.475,886.9,101.0083333,Uttarakhand
1930,1271.2,211.525,32.85,950.9,105.9333333,Uttarakhand
1931,1334.2,266.85,7.65,1016.5,111.1833333,Uttarakhand
1932,1369.7,278.9,45.7,1204.9,114.1416667,Uttarakhand
1933,1595.8,270.825,19.475,1182.3,132.9833333,Uttarakhand
1934,1339.1,242.125,42.375,1168.6,111.5916667,Uttarakhand
1935,1137.1,217.9,21.725,912.1,94.75833333,Uttarakhand
1936,1912.3,305.55,68.65,1547.5,159.3583333,Uttarakhand
1937,1533.5,266.45,61.1,1222.9,127.7916667,Uttarakhand
1938,1529.2,244.45,26.025,1260,127.4333333,Uttarakhand
1939,1142.7,190.65,37.425,951.5,95.225,Uttarakhand
1940,1223.8,194.775,32.8,913.7,101.9833333,Uttarakhand
1941,1061.6,163.4,54.3,821.5,88.46666667,Uttarakhand
1942,1711.5,290.4,35.125,1352.1,142.625,Uttarakhand
1943,1366.5,263.925,37.25,1190,113.875,Uttarakhand
1944,1198.8,178.75,33.925,885.6,99.9,Uttarakhand
1945,1647.9,333.05,12.575,1330.8,137.325,Uttarakhand
1946,1526.7,260.05,34.325,1184.6,127.225,Uttarakhand
1947,1360,256.175,28.95,1134.8,113.3333333,Uttarakhand
1948,1535.5,296.35,38.65,1187.8,127.9583333,Uttarakhand
1949,1412.2,272.725,23.7,1121.1,117.6833333,Uttarakhand
1950,1584.1,287.425,25.6,1387.2,132.0083333,Uttarakhand
1951,1174.5,205.4,36.1,882,97.875,Uttarakhand
1952,1477.8,236.525,35.725,1175.9,123.15,Uttarakhand
1953,1565.9,273,77.15,1263.9,130.4916667,Uttarakhand
1954,1862.8,351.425,28.925,1368.7,155.2333333,Uttarakhand
1955,1667,323.15,19.175,1172.8,138.9166667,Uttarakhand
1956,1942.9,344.7,51.25,1222.3,161.9083333,Uttarakhand
1957,1780.7,296.15,39.675,1240.3,148.3916667,Uttarakhand
1958,1499,296.275,53.975,1201.5,124.9166667,Uttarakhand
1959,1742.9,327.075,27.125,1339.3,145.2416667,Uttarakhand
1960,1540.1,288.3,69.625,1209,128.3416667,Uttarakhand
1961,1948.2,337.7,59.1,1409.4,162.35,Uttarakhand
1962,1647.6,287.625,28.95,1292.8,137.3,Uttarakhand
1963,1801.9,310.05,61.575,1422.5,150.1583333,Uttarakhand
1964,1769.5,298.675,58.8,1356.2,147.4583333,Uttarakhand
1965,1305.7,202.825,26.125,828.6,108.8083333,Uttarakhand
1966,1465.9,233.525,18.65,1168.9,122.1583333,Uttarakhand
1967,1556.1,280.875,99.55,1224,129.675,Uttarakhand
1968,1478.5,199.2,40.8,1002.4,123.2083333,Uttarakhand
1969,1635.8,308.85,32.775,1299.6,136.3166667,Uttarakhand
1970,1293.4,215.575,38.7,1025.3,107.7833333,Uttarakhand
1971,1803.6,236.3,36.075,1163.6,150.3,Uttarakhand
1972,1077.9,191.4,40.9,809.6,89.825,Uttarakhand
1973,1239.6,185.35,23.9,948.9,103.3,Uttarakhand
1974,1161.6,222.425,48.5,929.4,96.8,Uttarakhand
1975,1580.2,276.825,17.775,1305.5,131.6833333,Uttarakhand
1976,986.3,183.15,14,814.6,82.19166667,Uttarakhand
1977,1416.3,254.425,42.175,1109.6,118.025,Uttarakhand
1978,2031.4,321.1,41.75,1558.5,169.2833333,Uttarakhand
1979,1072.3,162.25,29.5,747.5,89.35833333,Uttarakhand
1980,1333.4,239.875,29.925,1097.2,111.1166667,Uttarakhand
1981,1356.3,214.825,44.4,1016.7,113.025,Uttarakhand
1982,1372.1,206.9,40.325,900.4,114.3416667,Uttarakhand
1983,1525.2,237,39.8,1008.3,127.1,Uttarakhand
1984,1339.1,193.425,24.15,1070.6,111.5916667,Uttarakhand
1985,1653.6,322.45,37.325,1173.8,137.8,Uttarakhand
1986,1514.4,229.275,42.3,997.1,126.2,Uttarakhand
1987,987.2,148.85,29.25,631.1,82.26666667,Uttarakhand
1988,1602.4,275.075,42.575,1213.4,133.5333333,Uttarakhand
1989,1263.6,228.95,38.35,1021.4,105.3,Uttarakhand
1990,1565,270.075,36.1,1185.8,130.4166667,Uttarakhand
1991,1020.7,173.35,38.325,774.6,85.05833333,Uttarakhand
1992,1108.1,200.225,38.2,909.4,92.34166667,Uttarakhand
1993,1594,260.05,37.075,1183.5,132.8333333,Uttarakhand
1994,1441.8,252.1,61.625,1115.1,120.15,Uttarakhand
1995,1616.1,269.225,40.4,1210.2,134.675,Uttarakhand
1996,1401.4,241.55,14.375,1116.4,116.7833333,Uttarakhand
1997,803.5,102.4,26.825,529.5,66.95833333,Uttarakhand
1998,1198.6,174.6,11.4,786.2,99.88333333,Uttarakhand
1999,1185.6,231.1,26.025,1051.2,98.8,Uttarakhand
2000,1712.8,288.15,14.575,1465.4,142.7333333,Uttarakhand
2001,1544.4,234.825,48.375,1230.3,128.7,Uttarakhand
2002,1574.7,248.075,43.475,1112.1,131.225,Uttarakhand
2003,1734.4,293.3,24.65,1316.6,144.5333333,Uttarakhand
2004,1219.6,223.675,38.45,954.7,101.6333333,Uttarakhand
2005,1348.2,250.325,16.2,1061.3,112.35,Uttarakhand
2006,1178.9,184.55,43.6,823.7,98.24166667,Uttarakhand
2007,1924.4,344.1,22.95,1491.2,160.3666667,Uttarakhand
2008,1363.6,193.25,10.475,1082.3,113.6333333,Uttarakhand
2009,847.6,162,21.75,608.7,70.63333333,Uttarakhand
2010,1424,297.3,30.025,1253.9,118.6666667,Uttarakhand
2011,1564.6,277.2,13.55,1328.5,130.3833333,Uttarakhand
2012,1223.9,257.975,70.05,1073.1,101.9916667,Uttarakhand
2013,1735.3,228.3,38.2,1373,144.6083333,Uttarakhand
2014,1287.5,218.9,40.35,897.7,107.2916667,Uttarakhand
2015,1247.6,177.925,18.475,881.5,103.9666667,Uttarakhand
1901,390.2,72.6,1.7,301.6,32.51666667,Haryana Delhi And Chandigarh
1902,419.7,78.875,3.8,380.9,34.975,Haryana Delhi And Chandigarh
1903,428.9,97.875,2.65,396.1,35.74166667,Haryana Delhi And Chandigarh
1904,527.5,94.1,24.075,409.3,43.95833333,Haryana Delhi And Chandigarh
1905,322.8,52.325,18.2,229.4,26.9,Haryana Delhi And Chandigarh
1906,593.7,104.475,15.525,488,49.475,Haryana Delhi And Chandigarh
1907,443.9,74.9,9.375,319.5,36.99166667,Haryana Delhi And Chandigarh
1908,689,151.3,5.175,619.5,57.41666667,Haryana Delhi And Chandigarh
1909,769.4,128.275,14.375,633.7,64.11666667,Haryana Delhi And Chandigarh
1910,605.2,126.325,17.15,487,50.43333333,Haryana Delhi And Chandigarh
1911,509.7,73.75,23.9,337.4,42.475,Haryana Delhi And Chandigarh
1912,529.2,103.7,13.75,441.4,44.1,Haryana Delhi And Chandigarh
1913,508.5,62.125,4.875,359.6,42.375,Haryana Delhi And Chandigarh
1914,664.7,138.4,20.525,586,55.39166667,Haryana Delhi And Chandigarh
1915,422.4,61.225,4.5,278.4,35.2,Haryana Delhi And Chandigarh
1916,629.2,131.7,3.375,536.4,52.43333333,Haryana Delhi And Chandigarh
1917,986.8,209.425,4.375,801.2,82.23333333,Haryana Delhi And Chandigarh
1918,234.6,41.85,16.125,201.4,19.55,Haryana Delhi And Chandigarh
1919,553.8,107.85,12.575,438.3,46.15,Haryana Delhi And Chandigarh
1920,368.8,59.15,5.65,308.1,30.73333333,Haryana Delhi And Chandigarh
